Store_ID,State,Zipcode,Nearby_Store_Conflict,Nearby_Store_Owner_Type
STORE_0,NY,29767,No,Solo
STORE_1,MD,31903,No,Solo
STORE_2,CA,34901,No,Multi-store
STORE_3,CA,12022,No,Multi-store
STORE_4,MD,34901,No,Multi-store
STORE_5,NC,90644,Yes,Solo
STORE_6,TX,12022,Yes,Multi-store
STORE_7,NC,12022,No,Multi-store
STORE_8,NC,34901,Yes,Solo
STORE_9,WA,21137,No,Multi-store
STORE_10,GA,34901,No,Multi-store
STORE_11,WA,31903,No,Multi-store
STORE_12,GA,21137,Yes,Solo
STORE_13,VA,31903,Yes,Multi-store
STORE_14,NY,90644,No,Solo
STORE_15,GA,29767,No,Solo
STORE_16,MD,77567,No,Solo
STORE_17,WA,21137,Yes,Solo
STORE_18,TX,90644,Yes,Multi-store
STORE_19,NY,99206,No,Multi-store
STORE_20,VA,90644,No,Multi-store
STORE_21,GA,34901,No,Solo
STORE_22,VA,34901,No,Multi-store
STORE_23,TX,77567,No,Multi-store
STORE_24,NC,90644,Yes,Multi-store
STORE_25,CA,24515,No,Multi-store
STORE_26,TX,29767,No,Solo
STORE_27,SC,34901,No,Solo
STORE_28,TX,77567,Yes,Multi-store
STORE_29,VA,29767,Yes,Solo
STORE_30,MD,90644,No,Multi-store
STORE_31,WA,90644,Yes,Solo
STORE_32,MD,12022,No,Solo
STORE_33,VA,77567,Yes,Multi-store
STORE_34,WA,34901,Yes,Multi-store
STORE_35,SC,24515,No,Solo
STORE_36,CA,90644,No,Solo
STORE_37,NY,24515,No,Solo
STORE_38,VA,90644,Yes,Solo
STORE_39,GA,34901,No,Solo
STORE_40,VA,29767,Yes,Solo
STORE_41,VA,28648,Yes,Solo
STORE_42,WA,29767,No,Multi-store
STORE_43,FL,90644,Yes,Solo
STORE_44,TX,31903,No,Solo
STORE_45,FL,28648,No,Solo
STORE_46,SC,28648,No,Multi-store
STORE_47,GA,24515,No,Multi-store
STORE_48,CA,77567,No,Solo
STORE_49,NC,24515,Yes,Solo
STORE_50,SC,24515,No,Solo
STORE_51,NC,31903,No,Multi-store
STORE_52,NC,29767,No,Multi-store
STORE_53,CA,29767,Yes,Multi-store
STORE_54,MD,99206,No,Solo
STORE_55,FL,90644,No,Multi-store
STORE_56,VA,31903,No,Solo
STORE_57,NY,99206,No,Multi-store
STORE_58,NC,34901,No,Solo
STORE_59,GA,90644,No,Solo
STORE_60,SC,90644,No,Solo
STORE_61,MD,12022,Yes,Multi-store
STORE_62,NC,12022,Yes,Solo
STORE_63,MD,21137,No,Multi-store
STORE_64,MD,21137,No,Multi-store
STORE_65,NC,24515,No,Multi-store
STORE_66,WA,34901,No,Solo
STORE_67,TX,28648,No,Multi-store
STORE_68,GA,28648,Yes,Solo
STORE_69,VA,12022,No,Multi-store
STORE_70,VA,12022,No,Multi-store
STORE_71,GA,12022,No,Multi-store
STORE_72,WA,31903,No,Solo
STORE_73,VA,77567,Yes,Multi-store
STORE_74,MD,21137,No,Solo
STORE_75,CA,31903,No,Solo
STORE_76,SC,29767,No,Solo
STORE_77,FL,28648,No,Multi-store
STORE_78,VA,90644,No,Multi-store
STORE_79,GA,21137,No,Solo
STORE_80,CA,99206,No,Solo
STORE_81,NC,29767,No,Multi-store
STORE_82,TX,21137,Yes,Solo
STORE_83,GA,31903,No,Multi-store
STORE_84,MD,34901,No,Solo
STORE_85,TX,90644,No,Multi-store
STORE_86,SC,21137,No,Multi-store
STORE_87,SC,77567,No,Multi-store
STORE_88,WA,12022,No,Solo
STORE_89,NY,12022,No,Solo
STORE_90,WA,90644,No,Multi-store
STORE_91,CA,31903,No,Solo
STORE_92,TX,12022,No,Solo
STORE_93,NY,21137,No,Solo
STORE_94,NC,99206,Yes,Multi-store
STORE_95,MD,28648,No,Solo
STORE_96,TX,28648,No,Multi-store
STORE_97,WA,29767,No,Multi-store
STORE_98,FL,24515,No,Solo
STORE_99,NY,34901,No,Solo
STORE_100,NY,90644,Yes,Solo
STORE_101,MD,29767,No,Solo
STORE_102,VA,24515,Yes,Solo
STORE_103,SC,31903,No,Multi-store
STORE_104,SC,77567,No,Multi-store
STORE_105,FL,77567,No,Solo
STORE_106,CA,34901,No,Solo
STORE_107,CA,12022,No,Solo
STORE_108,NC,21137,No,Solo
STORE_109,TX,29767,No,Solo
STORE_110,GA,29767,No,Solo
STORE_111,VA,90644,No,Multi-store
STORE_112,WA,90644,No,Multi-store
STORE_113,GA,77567,No,Solo
STORE_114,GA,77567,No,Solo
STORE_115,NY,99206,No,Solo
STORE_116,FL,99206,Yes,Multi-store
STORE_117,SC,12022,No,Solo
STORE_118,NC,99206,No,Solo
STORE_119,CA,21137,No,Solo
STORE_120,FL,21137,Yes,Multi-store
STORE_121,NY,29767,No,Solo
STORE_122,WA,28648,Yes,Solo
STORE_123,NC,21137,Yes,Solo
STORE_124,NY,24515,No,Solo
STORE_125,SC,77567,No,Solo
STORE_126,SC,90644,No,Multi-store
STORE_127,SC,99206,No,Multi-store
STORE_128,FL,29767,No,Solo
STORE_129,FL,34901,Yes,Multi-store
STORE_130,CA,90644,Yes,Solo
STORE_131,CA,24515,No,Multi-store
STORE_132,WA,99206,Yes,Multi-store
STORE_133,NC,24515,Yes,Solo
STORE_134,MD,77567,No,Multi-store
STORE_135,MD,77567,No,Solo
STORE_136,NY,12022,No,Solo
STORE_137,SC,29767,No,Multi-store
STORE_138,NC,90644,No,Solo
STORE_139,GA,31903,No,Multi-store
STORE_140,FL,31903,No,Solo
STORE_141,TX,90644,No,Multi-store
STORE_142,VA,34901,No,Multi-store
STORE_143,WA,29767,Yes,Solo
STORE_144,SC,24515,No,Solo
STORE_145,SC,34901,Yes,Multi-store
STORE_146,SC,28648,No,Solo
STORE_147,FL,90644,No,Solo
STORE_148,FL,24515,Yes,Solo
STORE_149,VA,31903,Yes,Multi-store
STORE_150,GA,21137,No,Solo
STORE_151,NC,12022,No,Solo
STORE_152,SC,31903,No,Solo
STORE_153,MD,29767,No,Solo
STORE_154,CA,77567,No,Multi-store
STORE_155,MD,21137,No,Multi-store
STORE_156,NY,12022,Yes,Multi-store
STORE_157,MD,12022,Yes,Multi-store
STORE_158,NY,28648,No,Multi-store
STORE_159,TX,28648,No,Solo
STORE_160,CA,99206,Yes,Multi-store
STORE_161,MD,31903,No,Multi-store
STORE_162,TX,31903,No,Multi-store
STORE_163,WA,31903,No,Multi-store
STORE_164,NC,99206,No,Multi-store
STORE_165,TX,34901,No,Solo
STORE_166,NC,12022,Yes,Multi-store
STORE_167,MD,21137,Yes,Solo
STORE_168,GA,29767,No,Multi-store
STORE_169,TX,12022,No,Solo
STORE_170,CA,28648,No,Multi-store
STORE_171,MD,24515,No,Solo
STORE_172,SC,77567,No,Solo
STORE_173,FL,99206,No,Solo
STORE_174,TX,90644,Yes,Solo
STORE_175,CA,24515,Yes,Solo
STORE_176,WA,29767,No,Solo
STORE_177,SC,31903,No,Solo
STORE_178,WA,28648,No,Solo
STORE_179,MD,28648,No,Solo
STORE_180,FL,28648,No,Solo
STORE_181,TX,31903,No,Multi-store
STORE_182,TX,90644,No,Solo
STORE_183,GA,99206,No,Multi-store
STORE_184,GA,24515,Yes,Solo
STORE_185,MD,31903,Yes,Multi-store
STORE_186,MD,29767,No,Multi-store
STORE_187,FL,99206,No,Solo
STORE_188,GA,29767,Yes,Solo
STORE_189,CA,99206,No,Multi-store
STORE_190,CA,90644,No,Multi-store
STORE_191,FL,77567,No,Multi-store
STORE_192,CA,29767,No,Solo
STORE_193,NY,31903,No,Multi-store
STORE_194,NC,99206,No,Solo
STORE_195,FL,28648,Yes,Solo
STORE_196,FL,12022,Yes,Solo
STORE_197,VA,28648,No,Multi-store
STORE_198,SC,34901,No,Multi-store
STORE_199,SC,77567,No,Solo
STORE_200,NY,77567,Yes,Solo
STORE_201,GA,28648,No,Multi-store
STORE_202,MD,24515,Yes,Solo
STORE_203,MD,90644,No,Multi-store
STORE_204,WA,29767,No,Multi-store
STORE_205,NY,31903,Yes,Multi-store
STORE_206,FL,77567,No,Solo
STORE_207,NY,28648,Yes,Multi-store
STORE_208,NY,28648,No,Multi-store
STORE_209,NY,90644,Yes,Multi-store
STORE_210,SC,90644,No,Solo
STORE_211,NY,21137,No,Solo
STORE_212,NC,21137,No,Multi-store
STORE_213,MD,24515,Yes,Multi-store
STORE_214,WA,24515,No,Multi-store
STORE_215,NC,34901,No,Solo
STORE_216,WA,24515,No,Multi-store
STORE_217,VA,99206,Yes,Solo
STORE_218,WA,90644,No,Multi-store
STORE_219,MD,31903,No,Multi-store
STORE_220,MD,99206,Yes,Multi-store
STORE_221,NY,29767,Yes,Solo
STORE_222,TX,28648,No,Solo
STORE_223,VA,24515,Yes,Solo
STORE_224,FL,28648,No,Multi-store
STORE_225,CA,77567,No,Multi-store
STORE_226,WA,34901,No,Solo
STORE_227,TX,77567,No,Solo
STORE_228,NY,34901,Yes,Solo
STORE_229,SC,21137,No,Multi-store
STORE_230,FL,28648,No,Multi-store
STORE_231,GA,34901,No,Multi-store
STORE_232,TX,12022,No,Solo
STORE_233,SC,99206,No,Solo
STORE_234,VA,34901,Yes,Solo
STORE_235,NY,34901,No,Multi-store
STORE_236,FL,99206,Yes,Solo
STORE_237,FL,28648,Yes,Multi-store
STORE_238,FL,28648,Yes,Multi-store
STORE_239,VA,99206,No,Solo
STORE_240,WA,77567,No,Solo
STORE_241,GA,12022,No,Solo
STORE_242,VA,31903,No,Solo
STORE_243,CA,29767,No,Multi-store
STORE_244,GA,12022,No,Solo
STORE_245,MD,28648,No,Solo
STORE_246,NY,31903,No,Multi-store
STORE_247,VA,21137,No,Solo
STORE_248,SC,24515,No,Solo
STORE_249,GA,34901,No,Multi-store
STORE_250,CA,99206,Yes,Multi-store
STORE_251,MD,99206,No,Multi-store
STORE_252,WA,34901,Yes,Solo
STORE_253,SC,24515,Yes,Solo
STORE_254,GA,29767,No,Solo
STORE_255,NY,24515,No,Multi-store
STORE_256,SC,31903,No,Solo
STORE_257,MD,24515,No,Solo
STORE_258,SC,31903,No,Multi-store
STORE_259,NC,24515,No,Solo
STORE_260,TX,29767,No,Solo
STORE_261,WA,29767,No,Multi-store
STORE_262,MD,28648,No,Multi-store
STORE_263,SC,34901,No,Solo
STORE_264,TX,29767,No,Solo
STORE_265,TX,31903,Yes,Solo
STORE_266,SC,29767,No,Solo
STORE_267,NY,28648,Yes,Multi-store
STORE_268,NC,99206,No,Multi-store
STORE_269,VA,31903,No,Solo
STORE_270,NC,28648,No,Multi-store
STORE_271,SC,77567,Yes,Solo
STORE_272,WA,77567,Yes,Multi-store
STORE_273,VA,21137,No,Multi-store
STORE_274,MD,24515,Yes,Multi-store
STORE_275,NC,34901,No,Multi-store
STORE_276,SC,90644,No,Solo
STORE_277,NC,12022,No,Multi-store
STORE_278,VA,28648,No,Solo
STORE_279,CA,99206,No,Solo
STORE_280,GA,12022,No,Multi-store
STORE_281,NC,99206,Yes,Multi-store
STORE_282,MD,12022,No,Solo
STORE_283,MD,28648,No,Multi-store
STORE_284,FL,90644,Yes,Solo
STORE_285,NC,12022,Yes,Solo
STORE_286,GA,28648,Yes,Multi-store
STORE_287,NY,29767,No,Solo
STORE_288,TX,90644,No,Multi-store
STORE_289,GA,31903,No,Multi-store
STORE_290,TX,99206,No,Solo
STORE_291,TX,77567,No,Multi-store
STORE_292,CA,24515,No,Solo
STORE_293,FL,77567,No,Solo
STORE_294,GA,90644,No,Multi-store
STORE_295,GA,31903,No,Multi-store
STORE_296,CA,99206,No,Multi-store
STORE_297,NC,31903,No,Multi-store
STORE_298,NC,12022,Yes,Multi-store
STORE_299,NC,99206,No,Solo
STORE_300,WA,12022,Yes,Solo
STORE_301,TX,28648,Yes,Solo
STORE_302,WA,90644,No,Multi-store
STORE_303,FL,28648,No,Solo
STORE_304,CA,21137,No,Solo
STORE_305,GA,31903,No,Multi-store
STORE_306,TX,12022,No,Multi-store
STORE_307,WA,29767,No,Multi-store
STORE_308,WA,28648,No,Solo
STORE_309,SC,21137,No,Solo
STORE_310,WA,34901,Yes,Solo
STORE_311,NY,77567,No,Solo
STORE_312,GA,99206,No,Solo
STORE_313,NY,21137,Yes,Multi-store
STORE_314,GA,90644,No,Solo
STORE_315,CA,28648,Yes,Solo
STORE_316,GA,90644,Yes,Multi-store
STORE_317,NY,77567,No,Solo
STORE_318,GA,29767,No,Multi-store
STORE_319,CA,31903,No,Multi-store
STORE_320,CA,31903,No,Solo
STORE_321,FL,90644,No,Solo
STORE_322,GA,12022,No,Multi-store
STORE_323,SC,29767,No,Solo
STORE_324,NC,31903,Yes,Multi-store
STORE_325,MD,29767,No,Solo
STORE_326,CA,21137,No,Multi-store
STORE_327,VA,29767,No,Multi-store
STORE_328,NC,24515,No,Multi-store
STORE_329,TX,77567,No,Multi-store
STORE_330,GA,31903,Yes,Multi-store
STORE_331,NY,29767,No,Solo
STORE_332,MD,90644,No,Multi-store
STORE_333,VA,34901,No,Multi-store
STORE_334,NC,24515,No,Multi-store
STORE_335,GA,24515,Yes,Multi-store
STORE_336,FL,12022,No,Multi-store
STORE_337,TX,29767,No,Multi-store
STORE_338,MD,12022,Yes,Multi-store
STORE_339,SC,12022,No,Multi-store
STORE_340,FL,34901,No,Solo
STORE_341,VA,21137,No,Solo
STORE_342,MD,29767,Yes,Multi-store
STORE_343,FL,28648,No,Multi-store
STORE_344,TX,31903,Yes,Multi-store
STORE_345,SC,12022,No,Multi-store
STORE_346,FL,77567,Yes,Multi-store
STORE_347,WA,99206,Yes,Solo
STORE_348,SC,77567,No,Multi-store
STORE_349,VA,34901,Yes,Solo
STORE_350,TX,34901,No,Multi-store
STORE_351,GA,90644,No,Solo
STORE_352,NY,21137,No,Solo
STORE_353,NY,31903,No,Multi-store
STORE_354,NY,12022,No,Multi-store
STORE_355,MD,77567,No,Solo
STORE_356,VA,99206,No,Solo
STORE_357,TX,34901,Yes,Multi-store
STORE_358,SC,34901,No,Multi-store
STORE_359,MD,21137,No,Multi-store
STORE_360,VA,99206,No,Multi-store
STORE_361,GA,99206,No,Solo
STORE_362,WA,21137,Yes,Solo
STORE_363,TX,34901,No,Multi-store
STORE_364,NY,31903,No,Multi-store
STORE_365,FL,29767,No,Multi-store
STORE_366,TX,29767,No,Solo
STORE_367,CA,21137,No,Solo
STORE_368,VA,99206,Yes,Multi-store
STORE_369,NC,12022,No,Multi-store
STORE_370,GA,21137,No,Solo
STORE_371,WA,31903,No,Multi-store
STORE_372,GA,21137,No,Multi-store
STORE_373,TX,24515,No,Multi-store
STORE_374,NC,77567,No,Multi-store
STORE_375,CA,99206,No,Multi-store
STORE_376,SC,90644,No,Solo
STORE_377,FL,90644,Yes,Solo
STORE_378,NC,99206,Yes,Multi-store
STORE_379,VA,31903,No,Multi-store
STORE_380,NY,24515,No,Solo
STORE_381,CA,24515,No,Multi-store
STORE_382,FL,34901,Yes,Multi-store
STORE_383,WA,77567,No,Multi-store
STORE_384,NY,29767,Yes,Solo
STORE_385,TX,28648,No,Multi-store
STORE_386,NC,31903,Yes,Multi-store
STORE_387,FL,28648,No,Multi-store
STORE_388,MD,28648,Yes,Multi-store
STORE_389,SC,99206,Yes,Solo
STORE_390,SC,90644,No,Solo
STORE_391,CA,90644,Yes,Multi-store
STORE_392,WA,29767,No,Multi-store
STORE_393,CA,99206,No,Solo
STORE_394,MD,28648,Yes,Multi-store
STORE_395,VA,12022,No,Solo
STORE_396,WA,90644,No,Solo
STORE_397,GA,31903,No,Multi-store
STORE_398,VA,31903,No,Solo
STORE_399,WA,34901,Yes,Multi-store
STORE_400,WA,21137,Yes,Multi-store
STORE_401,MD,12022,Yes,Solo
STORE_402,TX,90644,No,Solo
STORE_403,MD,24515,No,Solo
STORE_404,WA,90644,Yes,Solo
STORE_405,FL,34901,No,Multi-store
STORE_406,VA,31903,Yes,Multi-store
STORE_407,MD,28648,No,Multi-store
STORE_408,TX,24515,Yes,Solo
STORE_409,NC,99206,Yes,Multi-store
STORE_410,CA,77567,No,Multi-store
STORE_411,WA,28648,Yes,Solo
STORE_412,GA,77567,No,Multi-store
STORE_413,NC,12022,No,Multi-store
STORE_414,SC,21137,No,Multi-store
STORE_415,NY,24515,No,Multi-store
STORE_416,TX,29767,No,Multi-store
STORE_417,GA,24515,No,Multi-store
STORE_418,NY,90644,No,Multi-store
STORE_419,TX,31903,No,Multi-store
STORE_420,FL,90644,No,Multi-store
STORE_421,CA,90644,No,Multi-store
STORE_422,NC,12022,No,Multi-store
STORE_423,VA,28648,No,Multi-store
STORE_424,TX,29767,No,Multi-store
STORE_425,VA,29767,Yes,Solo
STORE_426,CA,90644,Yes,Solo
STORE_427,WA,77567,Yes,Multi-store
STORE_428,SC,12022,Yes,Multi-store
STORE_429,NC,90644,Yes,Solo
STORE_430,CA,21137,No,Solo
STORE_431,CA,31903,Yes,Solo
STORE_432,FL,28648,No,Multi-store
STORE_433,NY,99206,Yes,Solo
STORE_434,SC,21137,Yes,Solo
STORE_435,NC,77567,No,Multi-store
STORE_436,WA,24515,No,Multi-store
STORE_437,WA,24515,No,Multi-store
STORE_438,MD,21137,No,Multi-store
STORE_439,CA,90644,No,Multi-store
STORE_440,TX,99206,Yes,Solo
STORE_441,FL,34901,No,Multi-store
STORE_442,SC,34901,Yes,Multi-store
STORE_443,WA,77567,No,Solo
STORE_444,NC,90644,No,Multi-store
STORE_445,MD,29767,No,Multi-store
STORE_446,NC,29767,Yes,Multi-store
STORE_447,FL,28648,No,Multi-store
STORE_448,TX,99206,Yes,Multi-store
STORE_449,MD,99206,Yes,Solo
STORE_450,MD,24515,No,Multi-store
STORE_451,NY,12022,No,Solo
STORE_452,SC,77567,Yes,Multi-store
STORE_453,MD,34901,No,Solo
STORE_454,NY,77567,No,Solo
STORE_455,NY,29767,Yes,Solo
STORE_456,FL,29767,No,Multi-store
STORE_457,VA,21137,Yes,Solo
STORE_458,NC,28648,No,Solo
STORE_459,TX,99206,Yes,Solo
STORE_460,GA,31903,No,Multi-store
STORE_461,NC,77567,No,Multi-store
STORE_462,MD,29767,No,Multi-store
STORE_463,TX,12022,Yes,Multi-store
STORE_464,WA,24515,No,Solo
STORE_465,VA,34901,No,Solo
STORE_466,WA,28648,No,Solo
STORE_467,WA,12022,No,Multi-store
STORE_468,SC,28648,Yes,Multi-store
STORE_469,NC,21137,No,Multi-store
STORE_470,GA,31903,No,Multi-store
STORE_471,FL,29767,No,Solo
STORE_472,GA,24515,No,Multi-store
STORE_473,WA,12022,Yes,Solo
STORE_474,MD,28648,Yes,Multi-store
STORE_475,VA,99206,Yes,Solo
STORE_476,CA,21137,No,Multi-store
STORE_477,GA,99206,No,Multi-store
STORE_478,WA,24515,No,Multi-store
STORE_479,VA,12022,No,Multi-store
STORE_480,TX,21137,No,Solo
STORE_481,NC,12022,No,Solo
STORE_482,NY,29767,Yes,Multi-store
STORE_483,SC,90644,No,Multi-store
STORE_484,VA,21137,No,Solo
STORE_485,MD,99206,No,Multi-store
STORE_486,MD,24515,Yes,Multi-store
STORE_487,VA,31903,No,Solo
STORE_488,MD,29767,No,Multi-store
STORE_489,NC,90644,No,Solo
STORE_490,MD,31903,No,Solo
STORE_491,GA,34901,No,Solo
STORE_492,NY,29767,No,Solo
STORE_493,MD,24515,No,Multi-store
STORE_494,NY,28648,No,Multi-store
STORE_495,WA,21137,No,Solo
STORE_496,FL,12022,No,Multi-store
STORE_497,NC,24515,No,Solo
STORE_498,FL,21137,No,Solo
STORE_499,WA,31903,No,Solo
STORE_500,NC,12022,No,Multi-store
STORE_501,VA,77567,No,Multi-store
STORE_502,VA,99206,No,Multi-store
STORE_503,NY,34901,No,Multi-store
STORE_504,WA,29767,No,Solo
STORE_505,NY,24515,Yes,Solo
STORE_506,SC,34901,No,Solo
STORE_507,MD,28648,No,Multi-store
STORE_508,CA,21137,No,Multi-store
STORE_509,SC,21137,No,Multi-store
STORE_510,MD,24515,Yes,Multi-store
STORE_511,NC,90644,No,Multi-store
STORE_512,NY,90644,No,Multi-store
STORE_513,NC,77567,No,Multi-store
STORE_514,NC,99206,No,Multi-store
STORE_515,MD,12022,No,Solo
STORE_516,WA,28648,No,Multi-store
STORE_517,MD,34901,No,Solo
STORE_518,TX,90644,Yes,Multi-store
STORE_519,VA,77567,Yes,Multi-store
STORE_520,VA,77567,No,Multi-store
STORE_521,SC,24515,Yes,Solo
STORE_522,VA,28648,Yes,Multi-store
STORE_523,MD,31903,Yes,Multi-store
STORE_524,GA,12022,No,Solo
STORE_525,NY,99206,Yes,Multi-store
STORE_526,MD,29767,Yes,Multi-store
STORE_527,MD,24515,Yes,Multi-store
STORE_528,CA,12022,No,Multi-store
STORE_529,NY,29767,No,Solo
STORE_530,TX,29767,Yes,Solo
STORE_531,VA,28648,No,Multi-store
STORE_532,NY,28648,No,Multi-store
STORE_533,VA,34901,No,Solo
STORE_534,SC,77567,No,Multi-store
STORE_535,NY,12022,No,Solo
STORE_536,VA,24515,Yes,Multi-store
STORE_537,TX,21137,No,Solo
STORE_538,FL,24515,No,Solo
STORE_539,NC,34901,No,Solo
STORE_540,NC,99206,No,Multi-store
STORE_541,TX,77567,No,Solo
STORE_542,CA,21137,No,Solo
STORE_543,FL,90644,Yes,Solo
STORE_544,SC,99206,No,Multi-store
STORE_545,TX,28648,No,Solo
STORE_546,NC,29767,No,Multi-store
STORE_547,NC,90644,No,Multi-store
STORE_548,NC,24515,Yes,Solo
STORE_549,WA,24515,No,Multi-store
STORE_550,TX,28648,No,Solo
STORE_551,MD,34901,Yes,Solo
STORE_552,SC,12022,No,Solo
STORE_553,NC,90644,No,Solo
STORE_554,VA,90644,No,Multi-store
STORE_555,TX,31903,No,Multi-store
STORE_556,WA,99206,No,Multi-store
STORE_557,TX,77567,No,Multi-store
STORE_558,SC,99206,No,Multi-store
STORE_559,WA,12022,No,Solo
STORE_560,SC,24515,No,Multi-store
STORE_561,TX,24515,Yes,Multi-store
STORE_562,MD,24515,Yes,Solo
STORE_563,SC,31903,No,Multi-store
STORE_564,WA,24515,Yes,Multi-store
STORE_565,WA,12022,No,Multi-store
STORE_566,SC,28648,No,Solo
STORE_567,GA,77567,No,Solo
STORE_568,TX,12022,Yes,Solo
STORE_569,GA,77567,Yes,Multi-store
STORE_570,CA,12022,Yes,Solo
STORE_571,TX,24515,No,Solo
STORE_572,SC,28648,No,Multi-store
STORE_573,FL,90644,Yes,Multi-store
STORE_574,SC,99206,No,Solo
STORE_575,GA,29767,No,Multi-store
STORE_576,MD,28648,No,Solo
STORE_577,SC,90644,Yes,Multi-store
STORE_578,SC,34901,No,Solo
STORE_579,MD,12022,No,Multi-store
STORE_580,SC,34901,No,Multi-store
STORE_581,NC,90644,Yes,Multi-store
STORE_582,FL,28648,Yes,Solo
STORE_583,VA,12022,No,Solo
STORE_584,FL,29767,Yes,Solo
STORE_585,SC,24515,No,Solo
STORE_586,NC,12022,No,Multi-store
STORE_587,TX,12022,No,Solo
STORE_588,SC,28648,No,Multi-store
STORE_589,GA,28648,No,Multi-store
STORE_590,NC,90644,No,Multi-store
STORE_591,MD,21137,No,Multi-store
STORE_592,NC,12022,No,Multi-store
STORE_593,MD,99206,No,Multi-store
STORE_594,CA,12022,No,Multi-store
STORE_595,VA,90644,No,Solo
STORE_596,NY,77567,No,Multi-store
STORE_597,NC,34901,Yes,Multi-store
STORE_598,WA,24515,No,Solo
STORE_599,GA,21137,Yes,Multi-store
